ID_REGISTRO,OPERADOR,SONDA,TECN,AMBITO,CLASE,PLAN,VEL_CONT_B,VEL_CONT_S,CAT,LAT,VB,VS,JIT,PP,FECHA
172,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.67,4.93,1.52,0.29,0,2025-07-06 17:20:01
173,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.74,4.93,1.52,0.34,0,2025-07-06 17:40:02
174,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.55,4.93,1.52,0.20,0,2025-07-06 18:00:01
175,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.34,4.93,1.52,0.20,0,2025-07-06 18:20:01
176,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.92,4.93,1.52,0.34,0,2025-07-06 18:40:02
177,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.40,4.93,1.52,0.27,0,2025-07-06 19:00:01
178,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.70,4.93,1.52,0.28,0,2025-07-06 19:20:01
179,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.69,4.93,1.52,0.29,0,2025-07-06 19:40:01
180,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.71,4.93,1.52,0.36,0,2025-07-06 20:00:01
181,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.47,4.93,1.52,0.24,0,2025-07-06 20:20:01
182,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.65,4.93,1.52,0.34,0,2025-07-06 20:40:01
183,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.52,4.93,1.52,0.34,0,2025-07-06 21:00:01
184,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.48,4.93,1.52,0.15,0,2025-07-06 21:20:01
185,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.38,4.93,1.52,0.22,0,2025-07-06 21:40:01
186,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.25,4.93,1.52,0.34,0,2025-07-06 22:00:02
187,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.46,4.93,1.52,0.24,0,2025-07-07 12:00:02
188,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.53,4.93,1.52,0.29,0,2025-07-07 12:20:01
189,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.44,4.93,1.52,0.31,0,2025-07-07 12:40:01
190,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.26,4.93,1.52,0.44,0,2025-07-07 13:00:01
191,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.92,4.93,1.52,0.30,0,2025-07-07 13:20:01
192,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.80,4.93,1.52,0.28,0,2025-07-07 13:40:01
193,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,32.12,4.93,1.52,0.25,0,2025-07-07 14:00:01
194,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.40,4.93,1.52,0.30,0,2025-07-07 14:20:01
195,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.48,4.93,1.52,0.20,0,2025-07-07 14:40:01
196,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.68,4.93,1.52,0.19,0,2025-07-07 15:00:01
197,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.58,4.93,1.51,0.26,0,2025-07-07 15:20:01
198,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.68,4.93,1.52,0.26,0,2025-07-07 15:40:01
199,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.58,4.93,1.52,0.26,0,2025-07-07 16:00:01
200,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.50,4.93,1.52,0.26,0,2025-07-07 16:20:01
201,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.55,4.93,1.52,0.31,0,2025-07-07 16:40:01
202,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.50,4.93,1.52,0.16,0,2025-07-07 17:00:02
203,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.39,4.93,1.52,0.24,0,2025-07-07 17:20:01
204,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.37,4.93,1.52,0.26,0,2025-07-07 17:40:01
205,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.48,4.93,1.51,0.29,0,2025-07-07 18:00:01
206,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.62,4.93,1.52,0.24,0,2025-07-07 18:20:01
207,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.47,4.93,1.52,0.30,0,2025-07-07 18:40:01
208,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.64,4.93,1.52,0.26,0,2025-07-07 19:00:01
209,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.70,4.93,1.52,0.36,0,2025-07-07 19:20:01
210,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.56,4.93,1.52,0.53,0,2025-07-07 19:40:01
211,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.41,4.93,1.52,0.42,0,2025-07-07 20:00:01
212,COTES,100001,ADSL,1,2,D-Extra 6,6,2,1,27.61,4.93,1.52,0.36,0,2025-07-07 20:20:01
